timestamp,avg,qty
1575306300,287,1
1575307800,287,1
1575805200,31,10
1576323600,53,160
1576979100,31,10
1577674500,31,1
1578251700,31,1
1578344700,200,1
1578433200,249,50
1579551300,31,1
1579595100,31,100
1579837800,278,10
1580148300,15,1
1580219400,20,100
1580502600,319,100
1580744700,500,988
1581287400,245,300
1581830700,266,10
1582514700,323,5
1582605600,323,1
1582896300,259,10
1584382500,217,1
1584384300,217,1
1584972900,290,1
1585026600,275,1001
1585028400,200,1515
1585048800,53,7
1585694700,55,1
1586175300,59,1
1586903100,201,1037
1586975700,200,1
1587225900,100,1
1587341700,220,1
1587603300,105,1
1587790200,85,1
1587828900,85,1
1587850500,239,7
1588086000,87,7
1588528500,100,100
1588806300,88,1
1589022600,89,1
1589454900,95,1
1589707200,89,1
1590022800,89,1
1590242400,89,21
1590622500,150,600
1590624300,150,600
1590684900,151,2049
1591223400,161,100
1591287600,217,8
1591345800,161,1
1591810500,100,1
1594042500,192,10
1594428600,147,1000
1594515900,100,1
1594695900,207,399
1595718000,204,1
1597363200,1,1
1598218200,1,1
1598327100,5,149
1598761800,50,1
1598869800,60,1
1601342100,209,1
1604354100,50,1
1608581100,2,1
1609573800,100,100
1610163900,2,1
1611332400,2,1
