timestamp,avg,qty
1575170100,50,1
1575514200,63,1
1575849600,15,22
1576040700,14,2
1576198800,35,1
1576211400,54,2
1576257300,1,1
1576293300,51,2
1576360800,30,1
1577168700,50,1
1577169000,50,1
1577169300,50,1
1577561400,54,24
1577691900,427,1
1577693700,427,1
1577695500,88,1
1577749800,88,5
1577773200,78,185
1578050400,200,1
1578266700,114,2
1578353100,114,1
1578418500,121,11
1578615900,114,1
1578769500,57,1
1578787800,66,1
1578800700,66,1
1578926400,6,1
1578938100,26,2
1579212900,32,1
1579224000,2,1
1579274700,55,1
1579276500,55,1
1579289400,2,1
1579326000,57,1
1579337400,26,1
1579575000,43,3
1579660200,14,1
1580359800,26,1
1580954400,20,6
1581120000,1,3
1581351900,21,1
1581518400,21,1
1582038000,36,1
1582063800,37,1
1582065600,60,2
1582066200,60,2
1582066500,60,2
1582066800,60,2
1582067100,60,2
1582112100,48,1
1582457700,21,1
1582522200,31,2
1582575900,32,1
1582609200,21,1
1582862400,73,10
1582995900,30,1
1583035800,30,1
1583037600,30,1
1583120400,30,1
1583128800,30,2
1583270700,31,1
1583274300,30,1
1583274900,30,1
1583799900,2,6
1583815800,21,1
1583900700,100,1
1584368100,30,1
1584437100,30,1
1585013100,30,1
1585155000,37,1
1585175100,36,104
1585178700,21,9
1585298400,85,5
1585300200,85,5
1585362900,21,2
1585626600,21,1
1585775400,31,2
1586100900,44,2
1586204700,33,1
1586293800,89,1
1586304900,266,2
1586493000,102,1
1586557500,300,1
1586559300,300,1
1586749800,34,1
1586796000,34,1
1586835900,34,150
1586877900,2,1
1586926800,44,1
1586990100,69,1
1587204000,48,2
1587245700,224,9
1587254700,50,1
1587294600,37,1
1587610500,22,11
1587921900,38,2
1587927300,22,1
1587929400,22,1
1587951000,52,10
1587962100,38,12
1588118700,106,1
1588180800,106,12
1588293300,42,1
1588406100,27,1
1589259000,49,1
1589347800,19,3
1589569500,750,15
1589643600,50,4
1589665500,116,3
1589667300,116,3
1589678100,200,2
1589752500,10,1
1589754300,10,1
1590305700,93,1
1591391400,46,1
1591564500,116,1
1591566300,83,18
1591803300,10,1
1591845000,50,2
1591986900,33,7
1592174100,38,3
1592175900,38,3
1592326800,57,1
1592577900,200,10
1592637600,63,1
1592655900,279,27
1593005700,220,1
1593014700,193,2
1593040200,85,42
1593230100,42,18
1593266400,69,1
1593748800,205,90
1594759200,70,1
1594761000,70,1
1595192100,500,25
1595445300,20,1
1595461500,76,1
1595628900,55,2
1596245100,71,1
1596268800,500,25
1596270600,500,25
1596426600,139,4
1596690900,21,1
1596767100,21,4
1597876800,21,1
1600481100,21,2
1601253300,42,1
1601597700,20,6
1602173100,21,1
1606068600,20,3
1606097100,10,2
1606257300,23,1
1606388100,30,1
1606408800,70,1
1608602700,38,1
1611880500,30,2
1611933900,26,1
1612460400,21,1
1612605600,66,1
1612607100,66,1
1612607700,66,1
1612608600,66,1
1612608900,66,1
