timestamp,avg,qty
1575248100,7871,5
1575614400,3499,2
1575623700,5169,2
1575638700,1679,1
1575797700,5335,3
1575937500,4299,2
1575957600,5153,20
1575974400,5169,1
1576097700,2658,2
1576377300,5119,1
1576475400,4641,1
1576743900,5135,40
1576745700,5108,41
1576747200,4008,1
1576791300,5041,5
1576794000,4869,6
1576794300,5041,5
1576794600,4008,1
1576935000,5142,3
1577286300,4968,2
1577631000,4590,3
1577685000,4000,1
1578185700,4238,1
1578315300,6021,2
1578371400,5202,1
1578400500,4873,7
1578402300,4914,8
1578404100,5202,1
1578438900,4461,1
1578730200,2000,1
1578780300,1200,1
1579116300,5084,1
1579573200,5493,2
1579614300,5213,1
1579636500,5487,1
1579740000,6351,1
1579904400,5320,1
1580137500,5880,1
1580424900,4802,6
1580426700,4891,12
1580428500,4981,6
1580448300,5320,1
1580460900,7500,2
1580578200,5743,2
1580852700,5742,1
1581040500,6030,1
1581116400,9555,7
1581127200,5743,5
1581129000,5764,6
1581130800,5869,1
1581151200,6000,1
1581168000,5869,1
1581340800,5859,30
1582264800,6239,1
1582452300,6098,2
1582455900,6566,1
1582476300,5645,1
1582635300,5942,1
1582648800,8376,1
1582828500,6673,1
1582854000,6356,7
1583550000,6560,1
1584038100,7011,1
1584524700,7585,1
1584543300,8000,50
1584740400,6880,2
1584760500,10162,1
1585352100,7350,1
1585353900,7725,2
1585357500,7350,2
1585427100,8100,1
1585472700,10000,1
1585577100,7715,1
1585676400,7387,1
1585868700,7200,1
1585872300,3500,1
1585892400,6933,20
1585911000,3500,1
1585935000,4550,3
1585938900,4649,3
1585940700,5224,2
1585947900,5434,1
1585975200,7235,2
1586013600,5321,1
1586015400,5410,2
1586017500,5500,1
1586111700,6874,1
1586380500,6803,1
1586562900,7100,1
1586571900,6803,10
1586735100,4500,1
1586797800,7000,2
1586815800,4303,5
1586913900,6900,7
1586994000,6578,1
1587003300,6915,10
1587098400,7270,2
1587138600,7542,2
1587316500,7183,1
1587325500,6841,6
1587407700,7180,10
1587423900,7020,3
1587465600,7000,1
1587478500,7020,1
1587487800,6988,34
1587495000,7019,4
1587555900,6668,6
1587630900,6900,6
1587644100,6669,1
1587733800,6780,2
1587753600,9000,1
1587876000,7300,1
1588026000,7065,10
1588100700,7418,1
1588287900,7100,1
1588491900,7392,40
1588493700,7455,33
1588539300,6744,2
1588686000,5000,1
1588740600,6550,1
1588790100,6749,1
1588878900,6096,6
1588886400,6066,1
1588897200,6096,1
1588960800,6141,10
1589048100,6799,8
1589166600,6804,50
1589239200,6654,3
1589591400,6547,11
1589595000,5930,3
1589654400,6547,1
1589729100,6150,10
1589770500,6540,1
1590030000,5800,1
1590102900,5578,1
1590117300,5871,20
1590249600,5729,3
1590265800,5967,10
1590267900,5972,11
1590291300,6179,1
1590303900,4914,1
1590325500,5900,1
1590351000,4900,3
1590403500,5865,2
1590428700,6000,1
1590690300,4358,2
1590693900,2686,1
1590721200,6348,1
1590753300,2686,1
1590781800,3001,2
1590796500,5000,1
1590798300,3668,3
1590800100,3003,2
1590841500,5867,1
1590870900,5291,10
1590872700,5424,14
1590874500,5758,4
1590932400,5555,10
1590950400,4871,2
1591028400,4391,1
1591030200,3698,4
1591032300,3467,3
1591035900,3005,4
1591043100,3710,3
1591044900,5121,1
1591046700,3005,1
1591063200,4622,2
1591198200,5555,1
1591225200,5376,5
1591229100,4906,3
1591314600,5440,9
1591371300,3008,12
1591498500,5440,5
1591564500,5000,50
1591608600,5169,1
1591617600,3008,260
1591719300,5328,7
1591796100,5539,100
1591896000,5179,4
1591983300,3008,35
1592017800,4382,1
1592179800,5050,10
1592267100,4271,1
1592272500,4979,2
1592357700,5555,1
1592521500,5241,1
1592668500,5500,10
1592713800,5476,20
1592783400,5266,25
1592785200,5425,302
1592787000,5439,277
1592831100,5555,3
1592890800,5203,20
1593012900,4516,1
1593073200,5149,3
1593323100,5244,1
1593324900,5375,2
1593326700,5506,1
1593375900,5244,5
1593540000,4902,1
1593563700,5108,10
1593574500,5030,4
1593727200,4999,1
1594253100,4560,1
1594337100,4798,10
1594563300,4636,1
1594581300,4070,4
1594610400,2780,1
1594876500,4699,15
1594957800,4604,10
1595021700,4699,10
1595076600,4668,2
1595130600,4628,20
1595132400,4624,30
1595134200,4617,10
1595275500,4003,18
1595357100,5200,2
1595456100,4496,4
1595531400,4608,14
1595565900,4600,1
1595805600,4675,1
1596057900,4896,2
1596230400,4223,1
1596796200,4643,1
1597559400,4613,1
1597591800,3064,1
1597665300,5750,7
1597735500,4576,2
1597895400,4348,1
1597926300,4364,27
1598077200,3406,2
1598321700,4379,4
1598538900,4323,5
1598641200,3902,1
1598881200,4564,9
1598918100,4792,1
1599088800,4564,1
1599320700,5193,1
1599504000,4476,1
1599648000,4626,50
1599793500,3477,1
1600106400,3690,1
1600123200,4609,10
1600126800,4727,20
1600173900,4701,267
1600259100,3205,1
1600597800,4575,50
1600789800,3614,13
1601287800,4498,4
1601429700,3969,1
1601767500,4380,20
1601841000,4518,10
1601912100,4069,7
1601935800,3803,1
1602075900,4568,50
1602116100,4616,3
1602167700,5608,1
1602552300,3074,1
1603178700,4435,1
1603370100,4214,1
1603413300,4119,9
1603415100,4173,10
1603420500,4009,2
1603995900,4169,1
1604176500,4388,1
1604546700,4132,1
1604785800,5001,1
1604965500,5000,10
1605733200,4551,1
1605776700,4329,2
1606044600,4437,2
1606311600,4535,1
1606563600,4451,11
1606849800,3999,5
1606866000,4209,8
1607502900,2776,1
1607628600,4847,1
1607877300,2001,5
1607935200,3837,10
1607971500,3971,2
1608475200,3300,1
1608568500,3487,1
1608693600,3870,1
1609221900,3750,50
1609294800,4179,2
1610347800,5349,1
1611110100,4791,1
1611544500,4310,1
1612020900,4261,4
